"DATE","IDFROM","IDTO"
"2020-06-24","224","213"
"2020-06-28","53","43"
"2020-06-29","43","45"
"2020-06-28","227","82"
"2020-06-05","159","174"
"2020-06-20","129","45"
"2020-06-21","80","187"
"2020-06-17","178","8"
"2020-06-30","28","109"
"2020-06-14","152","244"
"2020-06-06","119","174"
"2020-06-13","49","78"
"2020-06-21","169","16"
"2020-06-20","202","114"
"2020-06-18","187","65"
"2020-06-25","7","159"
"2020-06-21","203","131"
"2020-06-20","59","50"
"2020-06-20","158","53"
"2020-06-23","226","3"
"2020-06-04","164","211"
"2020-06-27","180","150"
"2020-06-06","21","12"
"2020-06-27","1","231"
"2020-06-22","57","157"
"2020-06-14","209","7"
"2020-06-22","18","117"
"2020-06-16","35","46"
"2020-06-28","79","114"
"2020-06-22","90","26"
"2020-06-22","28","225"
"2020-06-08","49","136"
"2020-06-06","122","42"
"2020-06-07","68","1"
"2020-06-10","152","74"
"2020-06-18","198","127"
"2020-06-12","122","87"
"2020-06-06","68","96"
"2020-06-24","226","236"
"2020-06-15","220","180"
"2020-06-09","77","218"
"2020-06-06","169","101"
"2020-06-22","31","185"
"2020-06-12","98","177"
"2020-06-22","73","49"
"2020-06-26","109","249"
"2020-06-05","74","222"
"2020-06-17","153","217"
"2020-06-26","146","196"
"2020-06-21","77","218"
"2020-06-29","242","49"
"2020-06-08","19","6"
"2020-06-01","73","22"
"2020-06-29","98","249"
"2020-06-13","163","228"
"2020-06-14","218","144"
"2020-06-18","102","220"
"2020-06-08","181","85"
"2020-06-22","111","102"
"2020-06-07","241","43"
"2020-06-22","36","111"
"2020-06-18","102","175"
"2020-06-23","97","190"
"2020-06-05","119","231"
"2020-06-02","164","44"
"2020-06-30","14","101"
"2020-06-19","239","81"
"2020-06-09","72","113"
"2020-06-16","49","165"
"2020-06-02","76","53"
"2020-06-28","222","51"
"2020-06-09","24","117"
"2020-06-13","47","159"
"2020-06-16","235","15"
"2020-06-14","190","19"
"2020-06-21","1","209"
"2020-06-30","91","191"
"2020-06-03","21","16"
"2020-06-26","111","117"
"2020-06-02","132","76"
"2020-06-30","166","85"
"2020-06-09","53","246"
"2020-06-07","31","238"
"2020-06-08","4","156"
"2020-06-13","99","181"
"2020-06-06","96","245"
"2020-06-28","194","52"
"2020-06-27","162","86"
"2020-06-25","184","178"
"2020-06-02","208","101"
"2020-06-27","150","11"
"2020-06-01","21","52"
"2020-06-10","199","82"
"2020-06-17","216","164"
"2020-06-13","24","206"
"2020-06-23","171","212"
"2020-06-30","199","187"
"2020-06-01","184","15"
"2020-06-11","220","60"
"2020-06-20","17","60"
"2020-06-28","204","172"
"2020-06-23","243","136"
"2020-06-22","171","28"
"2020-06-16","204","116"
"2020-06-30","131","23"
"2020-06-04","7","217"
"2020-06-15","219","199"
"2020-06-14","203","128"
"2020-06-12","18","150"
"2020-06-03","157","74"
"2020-06-02","65","169"
"2020-06-20","132","201"
"2020-06-27","115","88"
"2020-06-21","160","44"
"2020-06-06","105","40"
"2020-06-28","19","179"
"2020-06-12","81","127"
"2020-06-22","72","21"
"2020-06-19","226","23"
"2020-06-20","148","18"
"2020-06-25","27","175"
"2020-06-28","117","136"
"2020-06-29","125","1"
"2020-06-29","239","20"
"2020-06-04","168","227"
"2020-06-21","4","91"
"2020-06-21","9","130"
"2020-06-11","12","176"
"2020-06-28","189","218"
"2020-06-16","127","195"
"2020-06-04","141","20"
"2020-06-16","159","99"
"2020-06-12","160","14"
"2020-06-26","123","66"
"2020-06-21","21","225"
"2020-06-28","54","78"
"2020-06-17","238","75"
"2020-06-13","181","35"
"2020-06-15","165","175"
"2020-06-14","124","46"
"2020-06-15","92","177"
"2020-06-28","204","237"
"2020-06-16","3","244"
"2020-06-02","157","101"
"2020-06-11","162","29"
"2020-06-19","2","217"
"2020-06-07","54","59"
"2020-06-05","147","172"
"2020-06-29","214","200"
"2020-06-17","151","121"
"2020-06-02","142","202"
"2020-06-12","124","220"
"2020-06-09","34","15"
"2020-06-21","35","95"
"2020-06-02","88","123"
"2020-06-28","86","88"
"2020-06-08","210","193"
"2020-06-12","95","101"
"2020-06-17","206","226"
"2020-06-04","194","18"
"2020-06-28","42","36"
"2020-06-21","31","55"
"2020-06-03","233","134"
"2020-06-10","184","166"
"2020-06-25","31","101"
"2020-06-27","62","143"
"2020-06-26","27","199"
"2020-06-18","221","240"
"2020-06-22","60","161"
"2020-06-21","28","155"
"2020-06-06","36","159"
"2020-06-03","219","29"
"2020-06-25","154","79"
"2020-06-04","175","143"
"2020-06-03","28","215"
"2020-06-04","237","234"
"2020-06-22","161","21"
"2020-06-19","9","9"
"2020-06-18","100","202"
"2020-06-25","220","19"
"2020-06-03","132","140"
"2020-06-01","147","37"
"2020-06-05","214","111"
"2020-06-07","18","200"
"2020-06-08","240","114"
"2020-06-06","35","246"
"2020-06-21","11","101"
"2020-06-14","96","92"
"2020-06-14","133","147"
"2020-06-12","44","114"
"2020-06-18","133","218"
"2020-06-19","67","71"
"2020-06-23","244","59"
"2020-06-28","189","140"
"2020-06-25","159","84"
"2020-06-22","107","110"
"2020-06-11","182","110"
"2020-06-23","122","15"
"2020-06-19","14","52"
"2020-06-15","124","238"
"2020-06-25","212","116"
"2020-06-01","137","20"
"2020-06-21","48","210"
"2020-06-29","153","104"
"2020-06-17","61","128"
"2020-06-21","140","202"
"2020-06-13","56","44"
"2020-06-11","16","52"
"2020-06-16","36","123"
"2020-06-16","193","146"
"2020-06-07","53","172"
"2020-06-14","231","138"
"2020-06-10","224","52"
"2020-06-03","171","80"
"2020-06-18","27","90"
"2020-06-04","71","172"
"2020-06-21","210","219"
"2020-06-18","193","18"
"2020-06-30","176","184"
"2020-06-24","170","176"
"2020-06-30","17","213"
"2020-06-24","41","24"
"2020-06-27","228","3"
"2020-06-22","213","183"
"2020-06-17","146","219"
"2020-06-15","97","9"
"2020-06-07","81","87"
"2020-06-09","23","203"
"2020-06-23","179","226"
"2020-06-10","228","53"
"2020-06-16","18","230"
"2020-06-15","232","71"
"2020-06-21","179","198"
"2020-06-15","115","233"
"2020-06-21","98","229"
"2020-06-23","136","49"
"2020-06-18","139","100"
"2020-06-05","29","205"
"2020-06-08","6","91"
"2020-06-28","21","166"
"2020-06-03","28","24"
"2020-06-09","47","162"
"2020-06-27","222","114"
"2020-06-28","10","26"
"2020-06-23","176","225"
"2020-06-18","49","9"
"2020-06-20","92","163"
"2020-06-29","39","115"
"2020-06-21","223","248"
"2020-06-20","183","177"
"2020-06-24","44","137"
"2020-06-15","247","239"
"2020-06-25","198","88"
"2020-06-14","176","84"
"2020-06-10","234","66"
"2020-06-21","67","227"
"2020-06-21","17","19"
"2020-06-18","136","103"
"2020-06-23","19","241"
"2020-06-16","233","165"
"2020-06-18","125","244"
"2020-06-20","228","79"
"2020-06-02","238","63"
"2020-06-28","65","76"
"2020-06-21","236","63"
"2020-06-05","48","27"
"2020-06-22","70","144"
"2020-06-22","179","25"
"2020-06-19","33","155"
"2020-06-13","113","233"
"2020-06-11","91","214"
"2020-06-20","107","111"
"2020-06-01","49","71"
"2020-06-06","85","51"
"2020-06-20","233","206"
"2020-06-16","244","236"
"2020-06-12","140","142"
"2020-06-05","161","51"
"2020-06-26","92","74"
"2020-06-21","150","116"
"2020-06-13","29","155"
"2020-06-20","102","126"
"2020-06-30","247","4"
"2020-06-19","122","201"
"2020-06-11","196","231"
"2020-06-15","161","127"
"2020-06-02","92","247"
"2020-06-30","110","181"
"2020-06-28","27","107"
"2020-06-14","225","98"
"2020-06-11","163","166"
"2020-06-17","36","190"
"2020-06-10","70","230"
"2020-06-16","197","154"
"2020-06-05","173","48"
"2020-06-29","145","207"
"2020-06-16","246","45"
"2020-06-25","159","229"
"2020-06-13","85","240"
"2020-06-21","20","145"
"2020-06-14","145","193"
"2020-06-01","34","134"
"2020-06-07","227","61"
"2020-06-23","73","137"
"2020-06-25","145","11"
"2020-06-13","107","177"
"2020-06-09","16","134"
"2020-06-20","158","16"
"2020-06-22","4","229"
"2020-06-29","89","58"
"2020-06-12","74","219"
"2020-06-08","112","212"
"2020-06-20","76","201"
"2020-06-25","105","200"
"2020-06-02","18","3"
"2020-06-04","3","141"
"2020-06-15","29","150"
"2020-06-01","172","23"
"2020-06-21","99","60"
"2020-06-16","114","185"
"2020-06-05","237","47"
"2020-06-12","94","241"
"2020-06-14","79","34"
"2020-06-13","60","149"
"2020-06-22","188","156"
"2020-06-28","178","109"
"2020-06-23","140","83"
"2020-06-04","151","203"
"2020-06-28","59","228"
"2020-06-22","21","11"
"2020-06-08","124","212"
"2020-06-18","38","237"
"2020-06-27","3","60"
"2020-06-25","93","4"
"2020-06-28","106","32"
"2020-06-06","9","195"
"2020-06-22","225","201"
"2020-06-08","153","183"
"2020-06-15","177","171"
"2020-06-26","126","99"
"2020-06-24","174","101"
"2020-06-03","110","29"
"2020-06-19","108","149"
"2020-06-18","170","248"
"2020-06-07","46","13"
"2020-06-08","137","146"
"2020-06-26","43","198"
"2020-06-11","148","14"
"2020-06-27","188","179"
"2020-06-25","51","132"
"2020-06-17","139","234"
"2020-06-10","182","151"
"2020-06-22","69","34"
"2020-06-05","111","35"
"2020-06-29","108","28"
"2020-06-18","26","177"
"2020-06-09","13","165"
"2020-06-29","88","120"
"2020-06-19","220","70"
"2020-06-05","103","209"
"2020-06-17","230","9"
"2020-06-27","104","89"
"2020-06-05","3","70"
"2020-06-08","245","211"
"2020-06-19","226","195"
"2020-06-12","53","8"
"2020-06-06","177","40"
"2020-06-14","29","191"
"2020-06-16","39","3"
"2020-06-06","95","56"
"2020-06-19","111","102"
"2020-06-23","209","8"
"2020-06-21","178","18"
"2020-06-24","229","33"
"2020-06-09","86","164"
"2020-06-06","154","107"
"2020-06-24","189","123"
"2020-06-27","115","103"
"2020-06-25","129","231"
"2020-06-11","97","76"
"2020-06-06","200","225"
"2020-06-02","148","117"
"2020-06-03","108","23"
"2020-06-30","95","241"
"2020-06-02","58","46"
"2020-06-10","127","234"
"2020-06-01","97","111"
"2020-06-04","196","106"
"2020-06-10","224","157"
"2020-06-22","130","165"
"2020-06-06","136","188"
"2020-06-25","212","57"
"2020-06-18","140","146"
"2020-06-05","18","196"
"2020-06-21","43","87"
"2020-06-29","195","22"
"2020-06-03","65","208"
"2020-06-18","138","12"
"2020-06-15","123","12"
"2020-06-26","20","199"
"2020-06-06","124","122"
"2020-06-14","209","175"
"2020-06-02","39","61"
"2020-06-06","185","6"
"2020-06-25","16","3"
"2020-06-10","150","34"
"2020-06-16","156","169"
"2020-06-15","226","205"
"2020-06-21","13","134"
"2020-06-29","3","52"
"2020-06-13","245","121"
"2020-06-25","149","179"
"2020-06-21","149","246"
"2020-06-03","44","47"
"2020-06-03","17","126"
"2020-06-28","40","142"
"2020-06-13","215","216"
"2020-06-14","189","188"
"2020-06-14","236","105"
"2020-06-04","152","141"
"2020-06-10","234","58"
"2020-06-25","225","149"
"2020-06-30","39","229"
"2020-06-02","236","150"
"2020-06-07","65","236"
"2020-06-06","142","177"
"2020-06-12","47","229"
"2020-06-12","210","88"
"2020-06-25","10","4"
"2020-06-03","125","71"
"2020-06-26","27","229"
"2020-06-14","7","172"
"2020-06-19","123","62"
"2020-06-26","131","160"
"2020-06-16","72","110"
"2020-06-05","57","157"
"2020-06-17","136","90"
"2020-06-07","168","200"
"2020-06-17","171","194"
"2020-06-11","247","9"
"2020-06-11","107","94"
"2020-06-06","169","206"
"2020-06-24","101","187"
"2020-06-21","212","213"
"2020-06-04","100","177"
"2020-06-15","130","171"
"2020-06-05","181","128"
"2020-06-04","232","9"
"2020-06-11","63","245"
"2020-06-16","243","20"
"2020-06-06","46","226"
"2020-06-18","42","119"
"2020-06-15","95","17"
"2020-06-09","217","15"
"2020-06-08","70","139"
"2020-06-29","40","182"
"2020-06-03","145","58"
"2020-06-26","6","115"
"2020-06-27","187","37"
"2020-06-28","180","180"
"2020-06-16","128","232"
"2020-06-10","25","216"
"2020-06-11","191","179"
"2020-06-06","92","222"
"2020-06-02","195","110"
"2020-06-03","12","220"
"2020-06-22","28","176"
"2020-06-16","25","103"
"2020-06-19","8","105"
"2020-06-17","208","103"
"2020-06-21","15","130"
"2020-06-20","133","114"
"2020-06-18","249","94"
"2020-06-21","223","176"
"2020-06-07","108","141"
"2020-06-03","179","186"
"2020-06-07","70","55"
"2020-06-29","128","108"
"2020-06-22","204","188"
"2020-06-13","107","117"
"2020-06-06","215","175"
"2020-06-28","205","181"
"2020-06-03","171","33"
"2020-06-07","4","211"
"2020-06-09","179","108"
"2020-06-28","228","65"
"2020-06-21","235","192"
"2020-06-08","196","82"
"2020-06-28","116","197"
"2020-06-02","175","167"
"2020-06-25","167","98"
"2020-06-16","5","66"
"2020-06-26","59","185"
"2020-06-07","45","246"
"2020-06-12","233","224"
"2020-06-13","121","127"
"2020-06-19","61","158"
"2020-06-16","77","156"
"2020-06-26","172","139"
"2020-06-01","58","192"
"2020-06-23","27","54"
"2020-06-22","144","2"
"2020-06-09","110","175"
"2020-06-22","127","188"
"2020-06-23","11","71"
"2020-06-26","166","140"
"2020-06-21","44","24"
"2020-06-19","210","11"
"2020-06-18","64","209"
"2020-06-30","246","181"
"2020-06-16","179","115"
"2020-06-16","248","187"
"2020-06-15","70","14"
"2020-06-18","200","92"
"2020-06-24","76","24"
"2020-06-19","246","169"
"2020-06-22","204","38"
"2020-06-06","202","242"
"2020-06-09","8","236"
"2020-06-05","177","195"
"2020-06-02","178","12"
"2020-06-23","209","63"
"2020-06-18","96","248"
"2020-06-01","44","172"
"2020-06-22","158","164"
"2020-06-21","106","133"
"2020-06-23","240","135"
"2020-06-15","119","69"
"2020-06-13","212","90"
"2020-06-26","151","3"
"2020-06-17","205","95"
"2020-06-19","214","21"
"2020-06-17","202","147"
"2020-06-29","238","10"
"2020-06-20","104","194"
"2020-06-19","233","183"
"2020-06-11","45","23"
"2020-06-28","215","70"
"2020-06-08","4","139"
"2020-06-02","85","27"
"2020-06-16","45","22"
"2020-06-30","100","21"
"2020-06-13","22","31"
"2020-06-20","216","133"
"2020-06-16","123","180"
"2020-06-24","109","235"
"2020-06-07","7","91"
"2020-06-12","121","142"
"2020-06-02","55","82"
"2020-06-19","249","95"
"2020-06-12","17","114"
"2020-06-28","48","189"
"2020-06-04","101","83"
"2020-06-09","240","144"
"2020-06-23","116","204"
"2020-06-14","152","134"
"2020-06-03","23","106"
"2020-06-01","37","12"
"2020-06-25","190","86"
"2020-06-01","64","163"
"2020-06-16","210","148"
"2020-06-05","27","188"
"2020-06-21","211","72"
"2020-06-03","230","54"
"2020-06-07","137","164"
"2020-06-22","249","130"
"2020-06-13","210","34"
"2020-06-04","128","14"
"2020-06-11","230","21"
"2020-06-24","194","149"
"2020-06-29","188","108"
"2020-06-24","182","161"
"2020-06-11","40","1"
"2020-06-23","17","55"
"2020-06-21","198","100"
"2020-06-08","18","47"
"2020-06-17","226","227"
"2020-06-18","29","173"
"2020-06-28","44","230"
"2020-06-21","205","203"
"2020-06-15","239","47"
"2020-06-21","243","75"
"2020-06-22","84","60"
"2020-06-30","117","30"
"2020-06-09","187","184"
"2020-06-03","82","174"
"2020-06-16","207","60"
"2020-06-25","136","36"
"2020-06-18","134","184"
"2020-06-04","24","226"
"2020-06-03","150","245"
"2020-06-15","44","134"
"2020-06-23","9","122"
"2020-06-02","39","156"
"2020-06-07","28","123"
"2020-06-28","190","68"
"2020-06-16","187","165"
"2020-06-12","162","138"
"2020-06-28","233","104"
"2020-06-28","26","244"
"2020-06-06","79","230"
"2020-06-17","184","150"
"2020-06-14","50","178"
"2020-06-18","50","99"
"2020-06-28","182","177"
"2020-06-11","63","195"
"2020-06-10","84","245"
"2020-06-04","217","245"
"2020-06-03","190","83"
"2020-06-05","20","236"
"2020-06-14","141","200"
"2020-06-12","95","222"
"2020-06-28","129","105"
"2020-06-16","186","241"
"2020-06-13","58","55"
"2020-06-29","34","222"
"2020-06-15","102","84"
"2020-06-14","113","46"
"2020-06-25","46","121"
"2020-06-03","6","165"
"2020-06-13","244","215"
"2020-06-25","24","109"
"2020-06-01","213","180"
"2020-06-20","121","232"
"2020-06-30","10","232"
"2020-06-27","219","122"
"2020-06-03","175","229"
"2020-06-08","133","90"
"2020-06-18","146","167"
"2020-06-14","62","67"
"2020-06-09","140","215"
"2020-06-14","233","64"
"2020-06-22","198","185"
"2020-06-08","101","9"
"2020-06-28","235","127"
"2020-06-20","193","212"
"2020-06-08","191","197"
"2020-06-22","194","53"
"2020-06-17","206","179"
"2020-06-06","232","155"
"2020-06-01","187","232"
"2020-06-27","87","67"
"2020-06-01","98","1"
"2020-06-09","174","101"
"2020-06-15","98","187"
"2020-06-28","97","33"
"2020-06-06","61","98"
"2020-06-08","2","108"
"2020-06-30","27","76"
"2020-06-09","44","28"
"2020-06-11","184","232"
"2020-06-11","99","203"
"2020-06-11","179","99"
"2020-06-13","105","185"
"2020-06-01","32","84"
"2020-06-01","231","37"
"2020-06-07","161","7"
"2020-06-20","162","116"
"2020-06-11","106","209"
"2020-06-22","167","51"
"2020-06-16","222","81"
"2020-06-30","241","212"
"2020-06-16","106","222"
"2020-06-10","108","234"
"2020-06-15","108","103"
"2020-06-03","202","223"
"2020-06-08","181","208"
"2020-06-07","181","210"
"2020-06-17","196","186"
"2020-06-10","84","17"
"2020-06-02","72","42"
"2020-06-11","164","203"
"2020-06-05","155","210"
"2020-06-02","157","189"
"2020-06-17","104","76"
"2020-06-29","203","77"
"2020-06-01","167","99"
"2020-06-23","32","121"
"2020-06-02","242","163"
"2020-06-19","111","209"
"2020-06-30","235","168"
"2020-06-16","52","117"
"2020-06-09","26","172"
"2020-06-25","67","119"
"2020-06-24","223","31"
"2020-06-21","77","48"
"2020-06-06","24","15"
"2020-06-16","152","53"
"2020-06-29","244","38"
"2020-06-18","109","17"
"2020-06-16","112","151"
"2020-06-08","175","207"
"2020-06-26","183","101"
"2020-06-17","213","127"
"2020-06-20","41","132"
"2020-06-12","108","118"
"2020-06-23","185","219"
"2020-06-06","124","178"
"2020-06-26","246","42"
"2020-06-26","131","158"
"2020-06-11","215","69"
"2020-06-28","64","123"
"2020-06-13","122","196"
"2020-06-30","163","8"
"2020-06-27","225","241"
"2020-06-25","192","83"
"2020-06-07","34","8"
"2020-06-28","29","45"
"2020-06-04","202","176"
"2020-06-15","40","200"
"2020-06-23","147","14"
"2020-06-03","25","135"
"2020-06-28","214","102"
"2020-06-14","103","145"
"2020-06-21","188","68"
"2020-06-25","42","74"
"2020-06-17","209","92"
"2020-06-17","35","135"
"2020-06-30","234","186"
"2020-06-30","196","61"
"2020-06-14","169","39"
"2020-06-15","66","16"
"2020-06-12","152","157"
"2020-06-11","49","246"
"2020-06-09","85","164"
"2020-06-24","186","71"
"2020-06-20","89","30"
"2020-06-09","148","113"
"2020-06-16","220","58"
"2020-06-22","249","163"
"2020-06-27","175","223"
"2020-06-08","241","39"
"2020-06-03","249","40"
"2020-06-06","184","153"
"2020-06-24","1","26"
"2020-06-10","68","208"
"2020-06-16","242","83"
"2020-06-13","51","79"
"2020-06-14","39","178"
"2020-06-19","202","161"
"2020-06-12","239","71"
"2020-06-18","209","23"
"2020-06-05","225","61"
"2020-06-19","79","113"
"2020-06-12","96","153"
"2020-06-28","120","196"
"2020-06-09","73","154"
"2020-06-29","173","214"
"2020-06-11","102","151"
"2020-06-02","67","17"
"2020-06-25","139","8"
"2020-06-19","157","162"
"2020-06-02","9","78"
"2020-06-30","74","37"
"2020-06-10","43","104"
"2020-06-08","134","199"
"2020-06-07","221","126"
"2020-06-17","184","131"
"2020-06-27","236","153"
"2020-06-04","224","179"
"2020-06-18","59","28"
"2020-06-15","74","31"
"2020-06-20","12","5"
"2020-06-09","221","60"
"2020-06-09","142","86"
"2020-06-08","196","87"
"2020-06-14","18","201"
"2020-06-06","208","242"
"2020-06-21","23","239"
"2020-06-22","68","92"
"2020-06-14","232","28"
"2020-06-27","237","145"
"2020-06-24","64","99"
"2020-06-04","85","205"
"2020-06-15","228","224"
"2020-06-06","163","183"
"2020-06-11","68","191"
"2020-06-26","162","111"
"2020-06-12","181","93"
"2020-06-28","215","217"
"2020-06-30","12","152"
"2020-06-17","200","246"
"2020-06-24","53","234"
"2020-06-04","212","171"
"2020-06-26","216","146"
"2020-06-13","135","237"
"2020-06-25","62","153"
"2020-06-22","219","188"
"2020-06-05","96","166"
